448630,KBSTAR 삼성그룹Top3채권혼합블룸버그,Bloomberg Blended Samsung Group Fixed Top 3 Equity and Korean Bond Index
448310,KODEX 23-12 국고채액티브,KAP 23-12 국고채 총수익지수
448320,KODEX 23-12 은행채(AA+이상)액티브,KAP 23-12 은행채 총수익지수
439860,KODEX ESG종합채권(A-이상)액티브,"KAP ESG 종합채권지수(A- 이상, 총수익)"
445290,KODEX K-로봇액티브,iSelect K-로봇테마 지수
445150,KODEX K-친환경선박액티브,FnGuide K-친환경 선박 지수
423160,KODEX KOFR금리액티브(합성),KOFR 지수
433970,KODEX TDF2030액티브,Samsung Korea Target Date 2030 Index (Price Return)
433980,KODEX TDF2040액티브,Samsung Korea Target Date 2040 Index (Price Return)
434060,KODEX TDF2050액티브,Samsung Korea Target Date 2050 Index (Price Return)
439870,KODEX 국고채30년액티브,KAP 국고채 30년 총수익 지수
428560,KODEX 미국ETF산업Top10 Indxx,Indxx US ETF Industry Top10 Index(Price Return)
449180,KODEX 미국S&P500(H),S&P 500
449190,KODEX 미국나스닥100(H),NASDAQ 100
441640,KODEX 미국배당프리미엄액티브,S&P 500
437080,KODEX 미국종합채권SRI액티브(H),Bloomberg MSCI US Aggregate 2bn ex Securitized SRI Capped Index(Total Return)
419420,KODEX 미국클린에너지나스닥,Nasdaq Clean Edge Green Energy Index (Price Return)
448330,KODEX 삼성전자채권혼합Wise,Wise 삼성전자채권혼합 지수
437070,KODEX 아시아달러채권SRI플러스액티브,Bloomberg MSCI EM Asia Investment Grade Credit SRI Index(Total Return)
446690,KODEX 아시아반도체공급망exChina액티브,iSelect 아시아반도체 제조동맹 지수(시장가격)
419430,KODEX 차이나2차전지MSCI(합성),MSCI China all shares IMI Select Batteries Index(Price Return)
428510,KODEX 차이나메타버스액티브,Bloomberg Greater China Media & Tech Index(Price Return)
450190,KODEX 한중반도체(합성),KRX CSI 한·중 반도체지수
450180,KODEX 한중전기차(합성),KRX CSI 한·중 전기차지수
450120,KOSEF SK그룹대표주,FnGuide SK그룹대표주 지수
430500,KOSEF 물가채KIS,KIS TIPS 지수(총수익)
426330,KOSEF 미국ETF산업STOXX,STOXX USA ETF Industry Index (KRW)
449770,KOSEF 미국S&P500,S&P 500
449780,KOSEF 미국S&P500(H),S&P 500
441330,KOSEF 차이나A50커넥트MSCI,MSCI China A50 Connect Index
445930,KOSEF 차이나A50커넥트레버리지MSCI(합성H),MSCI China A50 Connect Index
445950,KOSEF 차이나A50커넥트인버스MSCI(합성 H),MSCI China A50 Connect Index
451060,KTOP K200액티브,코스피 200
449540,SOL 24-06 국고채액티브,KAP 24-06 무위험채권 총수익 지수
444200,SOL KEDI메가테크액티브,KEDI 메가테크지수(PR)
438570,SOL 국고채10년,KAP 국고채10년지수(총수익지수)
438560,SOL 국고채3년,KAP 국고채3년지수(총수익지수)
433330,SOL 미국S&P500,S&P 500
447620,SOL 미국TOP5채권혼합40 Solactive,Solactive US TOP5 Balanced40 Index
446720,SOL 미국배당다우존스,Dow Jones U.S. Dividend 100 Price Return Index
436140,SOL 종합채권(AA-이상)액티브,"KAP K-종합채권지수(AA-이상, 총수익)"
450910,SOL 코스닥150,코스닥 150
423170,SOL 한국형글로벌반도체액티브,S&P Global Semiconductor Korea Tilted Index(PR)
429980,SOL 한국형글로벌전기차&2차전지액티브,FactSet Global Electric Vehicle and Rechargeable Battery Korea-Tilted Index(PR)
429990,SOL 한국형글로벌플랫폼&메타버스액티브,Dow Jones Internet Korea Tilted Index(PR)
447780,TIGER 23-12 국공채액티브,KIS 국공채 2312만기형 지수(총수익지수)
447820,TIGER 24-10 회사채(A+이상)액티브,KIS 회사채 2410만기형 지수(총수익지수)
417630,TIGER KEDI혁신기업ESG30,KEDI 혁신기업ESG30 지수(시장가격 지수)
449170,TIGER KOFR금리액티브(합성),KOFR 지수
445910,TIGER MKF배당귀족,MKF 배당귀족 지수(시장가격지수)
451530,TIGER 국고채30년스트립액티브,KIS STRIP 30Y Index(총수익지수)
440340,TIGER 글로벌멀티에셋TIF액티브,INDXX 멀티에셋인컴 지수(시장가격 지수)
418670,TIGER 글로벌사이버보안INDXX,Indxx Cybersecurity 지수 (총수익)
448290,TIGER 미국S&P500TR(H),S&P 500 Total Return Index
429000,TIGER 미국S&P500배당귀족,S&P 500 Dividend Aristocrats 지수 (Price Return)
448300,TIGER 미국나스닥100TR(H),NASDAQ-100 Total Return Index
435420,TIGER 미국나스닥100TR채권혼합Fn,FnGuide 나스닥100 채권혼합 지수(총수익 지수)
418660,TIGER 미국나스닥100레버리지(합성),NASDAQ 100
441680,TIGER 미국나스닥100커버드콜(합성),Cboe Nasdaq-100 BuyWrite V2 지수 (Total Return)
429010,TIGER 미국나스닥넥스트100,Nasdaq Next Generation 100 지수 (Price Return)
423920,TIGER 미국필라델피아반도체레버리지(합성),PHLX Semiconductor Sector Index
451540,TIGER 종합채권(AA-이상)액티브,KIS 종합채권 AA-이상 총수익 지수(Total return Index)
438320,TIGER 차이나항셍테크레버리지(합성 H),Hang Seng TECH Index
447770,TIGER 테슬라채권혼합Fn,FnGuide 테슬라채권혼합 지수
438330,TIGER 투자등급회사채액티브,KIS 투자등급회사채 지수(총수익)
449690,TIGER 한중반도체(합성),KRX CSI 한·중 반도체지수
449680,TIGER 한중전기차(합성),KRX CSI 한·중 전기차지수
441800,TIMEFOLIO Korea플러스배당액티브,코스피 200
426020,TIMEFOLIO 미국S&P500액티브,S&P 500
426030,TIMEFOLIO 미국나스닥100액티브,NASDAQ 100
433250,UNICORN R&D 액티브,코스피 200
422260,VITA MZ소비액티브,FnGuide MZ 소비 지수
448100,WOORI 200,코스피 200
426150,WOORI 대한민국국고채액티브,KAP 한국 국고채 총수익 지수
444490,WOORI 미국S&P500,S&P 500
440910,WOORI 미국S&P우주항공&디펜스,S&P Aerospace & Defense Select Industry Index(PR)
434960,대신343 K200,코스피 200
438740,마이다스 KoreaStock중소형액티브,코스피 중형주
442260,마이티 다이나믹퀀트액티브,코스피 200
433220,에셋플러스 글로벌대장장이액티브,S&P 500
451150,에셋플러스 글로벌영에이지액티브,S&P 500
442090,에셋플러스 코리아대장장이액티브,FnGuide 대장장이 지수(Price Return)
435530,히어로즈 TDF2030액티브,Dow Jones Target 2030 Index (Total Return)
435540,히어로즈 TDF2040액티브,Dow Jones Target 2040 Index (Total Return)
435550,히어로즈 TDF2050액티브,Dow Jones Target 2050 Index (Total Return)
437550,히어로즈 글로벌리츠이지스액티브,S&P Global REIT Index
419890,히어로즈 단기채권ESG액티브,KIS ESG 9M~1.5Y
429870,히어로즈 리츠이지스액티브,iSelect 리츠 지수
136340,KBSTAR 중기우량회사채,KOBI 크레딧 지수(총수익)
245340,TIGER 미국다우존스30,Dow Jones Industrial Average
139220,TIGER 200 건설,코스피 200 건설
139320,TIGER 금은선물(H),S&P GSCI Precious Metals Index(TR)
131890,ACE 삼성그룹동일가중,MKF SAMs EW 지수
272570,KBSTAR 중장기국공채액티브,KIS 종합채권국공채4~5Y지수
336160,KBSTAR 금융채액티브,KIS 종합채권금융채 2.5Y-3Y 지수 (총수익)
412570,TIGER KRX2차전지K-뉴딜레버리지,KRX 2차전지 K-뉴딜지수
354350,HANARO 글로벌럭셔리S&P(합성),S&P Global Luxury Index
397420,KBSTAR 국채선물5년추종,5년 국채선물 추종 지수
385540,KBSTAR KIS종합채권(A-이상)액티브,KIS 종합채권 지수(A-이상)(총수익지수)
272910,ACE 중장기국공채액티브,KIS 종합채권국공채1-10Y지수
150460,TIGER 중국소비테마,FnGuide 중국내수테마 지수
322410,HANARO 고배당,FnGuide 고배당 알파 지수
273130,KODEX 종합채권(AA-이상)액티브,KAP 한국종합채권지수
114470,KOSEF 국고채3년,KTB INDEX(시장가격)
213630,ARIRANG 미국다우존스고배당주(합성 H),Dow Jones U.S Select Dividend Index(시장가격지수)
251600,ARIRANG 고배당주채권혼합,FnGuide 고배당 채권혼합 지수
237370,KODEX 배당성장채권혼합,배당성장채권혼합지수
182490,TIGER 단기선진하이일드(합성 H),Markit iBoxx USD Liquid High Yield 0-5 year 지수
114100,KBSTAR 국고채3년,KTB INDEX(시장가격)
114820,TIGER 국채3년,KTB INDEX(시장가격)
114460,ACE 국고채3년,KTB INDEX(시장가격)
342140,ACE 싱가포르리츠채권혼합모닝스타,Morningstar Singapore REIT Yield Focus Income Protection Index
280940,KODEX 골드선물인버스(H),S&P GSCI GOLD Index Excess Return
237440,TIGER 경기방어채권혼합,경기방어소비재 채권혼합 지수
238670,ARIRANG 스마트베타Quality채권혼합,WISE-KAP 스마트베타 Quality 채권혼합지수
138520,TIGER 삼성그룹펀더멘털,MKF SAMs FW
329660,KODEX TRF5050,FnGuide TRF 5050 지수
278420,ARIRANG ESG우수기업,WISE ESG우수기업 지수
352540,KODEX TSE일본리츠(H),Tokyo Stock Exchange REIT Index
140700,KODEX 보험,KRX 보험
385600,ACE 친환경자동차밸류체인액티브,FnGuide 친환경 자동차 밸류체인 지수
381570,HANARO Fn친환경에너지,FnGuide 친환경에너지 지수 (시장가격)
329670,KODEX TRF7030,FnGuide TRF 7030 지수
174350,TIGER 로우볼,FnGuide Low Vol 지수
360140,KODEX 200롱코스닥150숏선물,코스피200 롱 100% 코스닥150 숏 100% 선물지수
117680,KODEX 철강,KRX 철강
373490,KODEX K-이노베이션액티브,FnGuide K-이노베이션 지수
395290,HANARO Fn K-POP&미디어,FnGuide K-POP & 미디어 지수
395170,KODEX Fn Top10동일가중,FnGuide TOP10 동일가중 지수
302190,TIGER 중장기국채,KIS 국채 3-10년 지수(시장가격지수)
251590,ARIRANG 고배당저변동50,FnGuide 고배당저변동50 지수
354240,KBSTAR 미국고정배당우선증권ICE TR,ICE BofAML Core Plus Fixed Rate Preferred Securities Index
251350,KODEX 선진국MSCI World,MSCI World
152380,KODEX 국채선물10년,10년국채선물지수
329650,KODEX TRF3070,FnGuide TRF 3070 지수
381560,HANARO Fn전기&수소차,FnGuide 전기&수소차 지수 (시장가격)
225130,ACE 골드선물 레버리지(합성 H),S&P GSCI GOLD Index Excess Return
411860,KOSEF 독일DAX,DAX Index(PR)
379800,KODEX 미국S&P500TR,S&P 500 Total Return Index
280930,KODEX 미국러셀2000(H),FTSE Russell 2000 Index
227570,TIGER 우량가치,FnGuide 퀄리티밸류 지수
295000,KBSTAR 국채선물10년,10년국채선물지수
289670,ARIRANG 국채선물10년,10년국채선물지수
290080,KBSTAR 200고배당커버드콜ATM,코스피 200 고배당커버드콜 ATM 지수(시장가격지수)
148070,KOSEF 국고채10년,KIS 10년 국고채 지수 (총수익)
183700,KBSTAR 채권혼합,주식국채혼합(채권형)지수
130680,TIGER 원유선물Enhanced(H),S&P GSCI Crude Oil Enhanced Index ER
285020,KBSTAR 200철강소재,코스피 200 철강/소재
101280,KODEX 일본TOPIX100,TOPIX100
161510,ARIRANG 고배당주,FnGuide 배당주 지수
363570,KODEX 장기종합채권(AA-이상)액티브KAP,"KAP 한국장기종합채권지수(AA-이상, 총수익)"
411540,SOL 200 Top10,코스피 200 Top 10 지수
360200,ACE 미국S&P500,S&P 500
144600,KODEX 은선물(H),S&P GSCI Silver Index(TR)
379780,KBSTAR 미국S&P500,S&P 500
307520,TIGER 지주회사,FnGuide 지주회사 지수
367770,KBSTAR Fn수소경제테마,FnGuide 수소 경제 테마 지수
360750,TIGER 미국S&P500,S&P 500
365780,ACE 국고채10년,KIS 10년 국고채 지수 (총수익)
319870,KBSTAR KRX300미국달러선물혼합,KRX 300 미국달러 선물혼합지수
261220,KODEX WTI원유선물(H),S&P GSCI Crude Oil Index ER
253290,KBSTAR 헬스케어채권혼합,FnGuide 헬스케어 채권혼합 지수
139660,KOSEF 미국달러선물인버스,미국달러선물지수
192720,파워 고배당저변동성,코스피 200 고배당지수
415920,ARIRANG 글로벌희토류전략자원기업MV,MVIS Global Rare Earth/Strategic Metals Index (Price Return)
261270,KODEX 미국달러선물인버스,미국달러선물지수
279540,KODEX 최소변동성,KRX 최소변동성지수
139240,TIGER 200 철강소재,코스피 200 철강/소재
228790,TIGER 화장품,WISE 화장품 지수
364690,KODEX 혁신기술테마액티브,코스피
390390,KODEX 미국반도체MV,MVIS US Listed Semiconductor 25 Index
138540,TIGER 현대차그룹+펀더멘털,MKF 현대차그룹+ FW
407310,HANARO 200 TOP10,코스피 200 Top 10 지수
225050,TIGER 유로스탁스레버리지(합성 H),EURO STOXX 50 Index
139280,TIGER 경기방어,코스피 200 경기방어소비재
266550,ARIRANG 중형주저변동50,FnGuide 중형주저변동50지수
279530,KODEX 고배당,FnGuide 고배당 Plus 지수
252000,TIGER 200동일가중,코스피 200 동일가중지수
117460,KODEX 에너지화학,KRX 에너지화학
399110,SOL 미국S&P500ESG,S&P500 ESG(PR)
266410,KODEX 필수소비재,KRX 필수소비재
284990,KBSTAR 200에너지화학,코스피 200 에너지/화학
285690,FOCUS ESG리더스,KRX ESG Leaders 150
227560,TIGER 200 생활소비재,코스피 200 생활소비재
305080,TIGER 미국채10년선물,S&P 10-Year U.S. Treasury Note Futures(ER)
375270,KBSTAR 글로벌데이터센터리츠나스닥(합성),Kelly Data Center & Tech Infrastructure Net Total Return Index
368190,HANARO Fn K-뉴딜디지털플러스,FnGuide K-뉴딜 디지털 플러스 지수
200250,KOSEF 인도Nifty50(합성),Nifty 50 Index
368680,KODEX Fn K-뉴딜디지털플러스,FnGuide K-뉴딜 디지털 플러스 지수
368200,KBSTAR Fn K-뉴딜디지털플러스,FnGuide K-뉴딜 디지털 플러스 지수
308620,KODEX 미국채10년선물,S&P 10-Year U.S. Treasury Note Futures KRW(ER)
140580,KBSTAR 우량업종,MKF 우량업종대표주 지수
160580,TIGER 구리실물,S&P GSCI Cash Copper Index
241180,TIGER 일본니케이225,Nikkei 225
117700,KODEX 건설,KRX 건설
403790,마이다스 KoreaStock액티브,코스피
365040,TIGER AI코리아그로스액티브,코스피
388280,KBSTAR Fn컨택트대표,FnGuide 컨택트대표 지수(시장가격지수)
139250,TIGER 200 에너지화학,코스피 200 에너지/화학
287330,KBSTAR 200생활소비재,코스피 200 생활소비재
333970,ARIRANG KS밸류가중TR,FnGuide KS 밸류 가중 TR 지수
284430,KODEX 200미국채혼합,코스피 200 미국채 혼합지수
140570,KBSTAR 수출주,MKF 수출주 지수
394670,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),Solactive Global Lithium 지수(Net Total Return)
244670,KODEX 밸류Plus,FnGuide 벨류 Plus 지수
226380,ACE Fn성장소비주도주,FnGuide 성장소비주도 지수
281990,KBSTAR 중소형고배당,FnGuide 중소형고배당포커스 지수
413220,SOL 차이나태양광CSI(합성),CSI Photovoltaic Industry Index(PR)
331910,KOSEF Fn중소형,FnGuide-키움 스마트 중소형주 지수
284980,KBSTAR 200금융,코스피 200 금융
394660,TIGER 글로벌자율주행&전기차SOLACTIVE,Solactive Autonomous & Electric Vehicles 지수(Net Total Return)
325020,KODEX 배당가치,FnGuide SLV 배당가치 지수
252650,KODEX 200동일가중,코스피 200 동일가중지수
269540,ARIRANG 미국S&P500(H),S&P 500
276970,KODEX 미국S&P500배당귀족커버드콜(합성 H),S&P500 Dividend Aristocrats Covered Call(7.2% Premium) Index
359210,KODEX 코스피TR,코스피 TR
228800,TIGER 여행레저,WISE 여행레저 지수
333940,ARIRANG KS로우볼가중TR,FnGuide KS 로우볼 가중 TR 지수
295820,ARIRANG 200동일가중,코스피 200 동일가중지수
223190,KODEX 200가치저변동,코스피 200 가치저변동성
